image_path,class_id,label_name
C:\Users\DELL\Downloads\ai_major\myData\0\0_10023_1577671998.66512.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10024_1577671998.6661177.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10025_1577671998.6671147.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10026_1577671998.6671147.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10027_1577671998.6681118.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10028_1577671998.6691096.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10029_1577671998.67011.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10030_1577671998.67011.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10031_1577671998.6711066.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10032_1577671998.6721332.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10033_1577671998.6721332.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10034_1577671998.6730998.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10035_1577671998.6740978.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10036_1577671998.6740978.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10037_1577671998.6750946.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10038_1577671998.6760936.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10039_1577671998.6760936.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10040_1577671998.6770883.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10041_1577671998.6780863.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10042_1577671998.6790838.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10043_1577671998.6790838.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10044_1577671998.6800802.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10045_1577671998.6810915.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10046_1577671998.682076.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10047_1577671998.6830733.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10048_1577671998.6830733.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10049_1577671998.684074.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10050_1577671998.6850698.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10051_1577671998.6860704.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10052_1577671998.6870646.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10053_1577671998.6880612.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10054_1577671998.6890578.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10055_1577671998.6900551.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10056_1577671998.6900551.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10057_1577671998.691052.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10058_1577671998.69205.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10059_1577671998.69205.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10060_1577671998.6930456.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10061_1577671998.694044.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10062_1577671998.6950414.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10063_1577671998.6950414.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10064_1577671998.6960478.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10065_1577671998.6970472.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10066_1577671998.6980336.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10067_1577671998.6980336.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10068_1577671998.6990306.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10069_1577671998.700028.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10070_1577671998.7010396.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10071_1577671998.7010396.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10072_1577671998.7020245.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10073_1577671998.704017.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10074_1577671998.7050138.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10075_1577671998.7050138.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10076_1577671998.7060113.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10077_1577671998.707008.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10078_1577671998.7080061.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10079_1577671998.7090046.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10080_1577671998.7090046.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10081_1577671998.7100003.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10082_1577671998.7109976.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10083_1577671998.711997.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10084_1577671998.7129922.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10085_1577671998.7139902.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10086_1577671998.7149887.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10087_1577671998.7159863.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10088_1577671998.7159863.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10089_1577671998.7179794.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10090_1577671998.7199738.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10091_1577671998.7209716.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10092_1577671998.7219687.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10093_1577671998.722966.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10094_1577671998.7239628.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10095_1577671998.724961.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10096_1577671998.7259579.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10097_1577671998.726968.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10098_1577671998.7279527.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10099_1577671998.72895.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10100_1577671998.7309444.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10101_1577671998.7319417.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10102_1577671998.7319417.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10103_1577671998.732942.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10104_1577671998.7349348.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10105_1577671998.7349348.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10106_1577671998.7359316.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10107_1577671998.737929.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10108_1577671998.7389255.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10109_1577671998.7389255.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10110_1577671998.7399228.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10111_1577671998.74092.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10112_1577671998.7419224.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10113_1577671998.7429132.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10114_1577671998.7439117.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10115_1577671998.744909.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10116_1577671998.744909.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10117_1577671998.745906.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10118_1577671998.746904.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10119_1577671998.746904.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10120_1577671998.7479012.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10121_1577671998.748898.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10122_1577671998.7499025.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10123_1577671998.750893.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10124_1577671998.7518904.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10125_1577671998.7529.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10126_1577671998.7538846.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10127_1577671998.754882.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10128_1577671998.755878.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10129_1577671998.756876.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10130_1577671998.7578733.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10131_1577671998.7588706.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10132_1577671998.7598677.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10133_1577671998.7608645.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10134_1577671998.7618625.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10135_1577671998.7628632.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10136_1577671998.7638564.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10137_1577671998.7648547.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10138_1577671998.7658515.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_10139_1577671998.7668488.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9960_1577671998.6182477.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9961_1577671998.6192439.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9962_1577671998.6202426.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9963_1577671998.6212404.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9964_1577671998.6222363.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9965_1577671998.6232333.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9966_1577671998.6242306.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9967_1577671998.6252277.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9968_1577671998.6262257.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9969_1577671998.6262257.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9970_1577671998.6272216.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9971_1577671998.6282191.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9972_1577671998.6292186.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9973_1577671998.6302147.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9974_1577671998.6302147.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9975_1577671998.631212.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9976_1577671998.63221.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9977_1577671998.633207.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9978_1577671998.6342049.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9979_1577671998.6342049.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9980_1577671998.635208.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9981_1577671998.6361995.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9982_1577671998.6371973.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9983_1577671998.6381943.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9984_1577671998.6391895.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9985_1577671998.6401868.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9986_1577671998.6401868.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9987_1577671998.641184.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9988_1577671998.6421814.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9989_1577671998.6431787.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9990_1577671998.6431787.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9991_1577671998.6441758.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9992_1577671998.6441758.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9993_1577671998.6451735.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9994_1577671998.6461706.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9995_1577671998.6461706.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9996_1577671998.6471682.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9997_1577671998.6471682.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9998_1577671998.6481655.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\0\0_9999_1577671998.6491628.png,0,Speed limit (20km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2220_1577671991.586194.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2221_1577671991.5871947.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2222_1577671991.5871947.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2223_1577671991.5881956.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2224_1577671991.5891848.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2225_1577671991.590182.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2226_1577671991.5911808.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2227_1577671991.592176.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2228_1577671991.5931745.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2229_1577671991.5941732.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2230_1577671991.5951674.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2231_1577671991.596165.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2232_1577671991.596165.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2233_1577671991.5971622.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2234_1577671991.5981598.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2235_1577671991.599157.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2236_1577671991.6001544.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2237_1577671991.6001544.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2238_1577671991.6011515.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2239_1577671991.6011515.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2240_1577671991.6021488.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2241_1577671991.6031487.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2242_1577671991.6041446.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2243_1577671991.6051447.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2244_1577671991.6061406.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2245_1577671991.6061406.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2246_1577671991.6071374.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2247_1577671991.6081443.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2248_1577671991.6091313.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2249_1577671991.6101294.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2250_1577671991.611126.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2251_1577671991.612124.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2252_1577671991.612124.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2253_1577671991.6131206.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2254_1577671991.614118.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2255_1577671991.614118.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2256_1577671991.6151164.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2257_1577671991.6161132.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2258_1577671991.6161132.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2259_1577671991.61711.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2260_1577671991.618107.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2261_1577671991.6191049.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2262_1577671991.6191049.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2263_1577671991.6201034.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2264_1577671991.6210997.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2265_1577671991.6220977.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2266_1577671991.6220977.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2267_1577671991.6230946.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2268_1577671991.6240911.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2269_1577671991.625101.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2270_1577671991.6260867.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2271_1577671991.6270962.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2272_1577671991.628082.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2273_1577671991.6290772.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2274_1577671991.6300752.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2275_1577671991.6300752.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2276_1577671991.631072.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2277_1577671991.6320713.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2278_1577671991.6330678.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2279_1577671991.6340647.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2280_1577671991.6340647.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2281_1577671991.635062.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2282_1577671991.6360586.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2283_1577671991.6370678.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2284_1577671991.6390603.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2285_1577671991.6400476.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2286_1577671991.6400476.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2287_1577671991.641052.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2288_1577671991.6420536.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2289_1577671991.64304.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2290_1577671991.644037.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2291_1577671991.6450415.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2292_1577671991.6460319.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2293_1577671991.6460319.png,1,Speed limit (30km/h)
C:\Users\DELL\Downloads\ai_major\myData\1\1_2294_1577671991.6470287.png,1,Speed limit (30km/h)
